pub_date	title	category	venue	excerpt	authors	citation	url_slug	paper_url
2018-09-13	Estimating Quality Ratings from Touch Interactions in Mobile Games	conferences	10th International Conference on Quality of Multimedia Experience (QoMEX 2018)	Obtaining reliable quality ratings for applications is a time-consuming and expensive process. Touch interaction data, however, can be recorded without additional effort when using mobile applications. It could be used to assess usability without having to conduct dedicated tests. This work investigates the possibility to estimate quality ratings for two mobile games solely from touch interactions without relying on performance or game logic measures. To capture pragmatic as well as hedonic quality aspects of usability as ground truth, the AttrakDiff Mini questionnaire was chosen. Two different simple mobile games were used to capture a variety of touch interactions (taps and swipes). To influence the user ratings, three versions of the games were presented: one in original quality, the two others with manipulated interaction quality. Touch interaction features were extracted from the recorded interaction data and used for training models using linear regression and multivariate adaptive regression splines (MARS). The models were built with three times 10-fold cross-validation on each game data set separately. The results indicate that the ratings for pragmatic quality are estimated significantly better than for hedonic quality and attractiveness. Furthermore, the transferability of the models from one game to the other was examined and the touch features that were most important for estimating quality ratings in this study were identified. Touch interactions seem to carry some information on usability, especially pragmatic quality, and it seems to be possible to estimate a broad direction of the user's usability perception. Just a few touch features carry the most information and can be used for simple but fast and powerful models. This could be applied as an automatic analytic tool for mobile applications as well as in adaptive applications that optimize themselves in terms of usability perceived by individual users.	Trahms, C., Möller, S. & Voigt-Antons, J.-N. 	 Trahms, C., Möller, S. & Voigt-Antons, J.-N. (2018, May). Estimating Quality Ratings from Touch Interactions in Mobile Games. Paper presented at the 10th International Conference on Quality of Multimedia Experience (QoMEX 2018), Sardinia, Italy. http://doi.org/10.1109/QoMEX.2018.8463419 	C47	http://doi.org/10.1109/QoMEX.2018.8463419
2018-09-13	Effects of delay on perceived quality, behavior and oscillatory brain activity in dyadic telephone conversations	conferences	10th International Conference on Quality of Multimedia Experience (QoMEX 2018)	End-to-end delay is an important factor when studying the quality of modern packet-based telephone conversations. Other than most degradations, delay cannot be assessed by listen-only tests and mainly impacts the structure and interactivity of the conversation. Because of this, the modeling of the perceived quality of conversation under delay is dependent on various instrumental as well as human-related influencing factors. Physiological methods in particular might provide additional insights into how human participants are affected by such quality degradations during natural conversations. In the present experiment, a novel dual-electroencephalo-graphy (dual-EEG) method was employed to investigate the effects of delay on 10 pairs of participants engaging in dyadic conversations. In each test session, neurophysiological activity was registered simultaneously in both interlocutors, who interacted in accordance with short conversation test scenarios (SCIs) through an audio network. Meanwhile, delays of different magnitudes (0, 800, 1600 ms) were inserted into the network, which was expected to interfere with the conversation and cause changes in the participants' internal processing and state. Analysis of subjective and behavioral measures shows a decrease in perceived quality and of conversational interactivity with higher levels of delay. Moreover, an initial intra-brain analysis of the recorded dual-EEG data (N = 18) revealed significant modulations in beta and gamma frequency bands by varying delay level. This suggests that attentional load increased with high delay, probably due to less amounts of single talk and focusing more on the adaptation of the own turn-taking behavior.	Uhrig, S., Michael, T., Möller, S., Keller, P. & Voigt-Antons, J.-N.	Uhrig, S., Michael, T., Möller, S., Keller, P. & Voigt-Antons, J.-N. (2018, May). Effects of delay on perceived quality, behavior and oscillatory brain activity in dyadic telephone conversations. Paper presented at the 10th International Conference on Quality of Multimedia Experience (QoMEX 2018), Sardinia, Italy. https://doi.org/10.1109/QoMEX.2018.8463293	C46	https://doi.org/10.1109/QoMEX.2018.8463293
2018-09-13	Predicting personality traits from touchscreen based interactions	conferences	10th International Conference on Quality of Multimedia Experience (QoMEX 2018)	Human influence factors can have a strong impact on how users perceive the quality of a given system. Traditional measures such as questionnaires can be a time consuming and partially invasive means to assess human influence factors like personality. In this paper, we investigate whether an individual's personality traits can be classified based solely upon the characteristics of their touchscreen usage. We record the tablet input of 75 subjects using a cognitive training application. The application requires the user to spell words by tapping on letters and dragging them to their denoted position on the screen. The task is presented in two conditions: in one with normal functionality of the program, the other with the usability of the application impaired. The subject's personality is measured with the NEO-FFI questionnaire and captured in the five dimensions of the five-factor model (Big 5). The personality scores and 68 features (touch-behavior and task-performance), as well as statistical metrics derived from them, are fed to a number of classification algorithms. Our results show that in a binary classification task with normal usability, high levels of `Neuroticism' can be distinguished from low levels with a mean accuracy of 66 percent. The extent to which a personality dimension can be predicted is dependent on the usability of the test system. In a normal setting, `Extraversion' can be predicted with an accuracy of 61 percent. However, with impaired usability, the prediction rises to an average of 67 percent. The experiment shows that records of touchscreen interactions allow for the prediction of personalities significantly better than random. The study of the human influence factor personality and its relation to perceived quality would be facilitated by using touchscreen interaction data as a fast and easily accessible estimate of a user's personality.	Küster, L., Trahms, C. & Voigt-Antons, J.-N.	Küster, L., Trahms, C. & Voigt-Antons, J.-N. (2018, May). Predicting personality traits from touchscreen based interactions. Paper presented at the 10th International Conference on Quality of Multimedia Experience (QoMEX 2018), Sardinia, Italy. http://doi.org/10.1109/QoMEX.2018.8463375	C45	http://doi.org/10.1109/QoMEX.2018.8463375
2017-12-01	 BeST-App: Mobile Applikation eines Spiegeltherapie-Eigentrainings nach Schlaganfall.	conferences	25. Jahrestagung der Deutschen Gesellschaft für Neurorehabilitation e. V. (DGNR). Deutschen Gesellschaft für Neurorehabilitation (DGNR)	***Abstract***	Schiller, C., Jettkowski, K., Voigt-Antons, J.-N. & Dohle, C.	Schiller, C., Jettkowski, K., Voigt-Antons, J.-N. & Dohle, C. (2017, December). BeST-App: Mobile Applikation eines Spiegeltherapie-Eigentrainings nach Schlaganfall. Poster presented at the 25. Jahrestagung der Deutschen Gesellschaft für Neurorehabilitation e. V. (DGNR). Deutschen Gesellschaft für Neurorehabilitation (DGNR), Berlin, Germany.	C44	***Url***
2017-10-01	Comparing standard assessment of cognitive and motor abilities with the performance measures of mobile-health apps.	conferences	9th Scientific Meeting of the International Society for Research on Internet Interventions	***Abstract***	Yadav, M., Küster, L., Trahms, C. & Voigt-Antons, J.-N.	Yadav, M., Küster, L., Trahms, C. & Voigt-Antons, J.-N. (2017, October). Comparing standard assessment of cognitive and motor abilities with the performance measures of mobile-health apps. Poster presented at the 9th Scientific Meeting of the International Society for Research on Internet Interventions (ISRII 2017), Berlin, Germany.	C43	***Url***
2017-05-13	Towards Prediction of User Experience from Touch Interactions with Mobile Applications	conferences	International Conference on Human-Computer Interaction (HCII)	In this work a first attempt is made to model user experience ratings with recordings of touch interactions. To measure the user experience the AttrakDiff Mini questionnaire is used providing three quality dimensions: pragmatic quality, hedonic quality and attractiveness. The feature selection for linear models shows that it is possible to predict the pragmatic quality for a test set with an  of up to 0.64. The hedonic quality and attractiveness, however, seem not to be reflected in these touch interactions in a linear way. Still, the results from this work constitute a promising direction for future research on assessing or even optimizing the user experience for apps automatically in real time.	Trahms, C., Möller, S. & Voigt-Antons, J.-N.	Trahms, C., Möller, S. & Voigt-Antons, J.-N. (2017, July). Towards prediction of user experience from touch interactions with mobile applications. Poster presented at the International Conference on Human-Computer Interaction (HCII), Vancouver, Canada. https://doi.org/10.1007/978-3-319-58753-0_72	C42	https://doi.org/10.1007/978-3-319-58753-0_72
2017-07-03	Exploring diverse measures for evaluating QoE in the context of WebRTC	conferences	9th International Conference on Quality of Multimedia Experience (QoMEX 2017)	Enabling high Quality of Experience (QoE) with video-conferencing solutions based on Web Real-Time Communication (WebRTC) protocols anywhere, anytime, is challenging and triggers the exploration of new ways to gain QoE insights. In this paper, we share initial observations from a within-subjects experiment (N = 22) in which 2-party WebRTC-based audiovisual conversations took place under varying technical conditions. We collected self-report data, peripheral physiological data and application-level performance statistics with the overall aim of exploring their usefulness and compatibility for assessing QoE in the context of WebRTC. Our preliminary findings indicate that the varying quality is well-reflected in the self-reported overall quality and annoyance. However, this might not apply when considering the emotional valence ratings and ECG data, implying that other factors may play a role here.	De Moor, K. Arndt, S., Ammar, D., Voigt-Antons, J.-N., Perkis, A. & Heegaard, P.	De Moor, K. Arndt, S., Ammar, D., Voigt-Antons, J.-N., Perkis, A. & Heegaard, P. (2017, May). Exploring diverse measures for evaluating QoE in the context of WebRTC. Poster presented at the 9th International Conference on Quality of Multimedia Experience (QoMEX 2017), Erfurt, Germany. https://doi.org/10.1109/QoMEX.2017.7965665	C41	https://doi.org/10.1109/QoMEX.2017.7965665
2016-08-31	Enhancing Video Streaming Using Real-Time Gaze Tracking	conferences	5th International Workshop on Perceptual Quality of Systems (PQS 2016)	This paper presents an innovative approach to the optimization of multimedia content delivery for future data intensive services, featuring an eye-gaze based paradigm for mobile video provision. The proposed solution uses real-time eyegaze information, collected by connected eye-trackers, to provide high resolution in the portion of a video frame corresponding to the central part of a user’s field of view and lower quality in the areas corresponding to the user’s peripheral vision. This approach brings new optimization opportunities, leading to significant reduction in terms of network and device resources needed to deliver high quality experience to the users. The initial results showed potential bandwidth savings on the order of 60%, while maintaining high levels of user perceived video quality. Relevant areas of application include head mounted displays for mobile virtual and augmented reality, where substantial resource consumption savings are anticipated due to their high screen resolutions. The paper also introduces and discusses few architectural embodiments as well as additional services enabled by this technology. The main focus is on utilizing the vast amount of eye-gaze information, accumulated during content provision, to build representative models for individual users’ attention and content consumption behaviors.	Arndt, S. & Antons, J.-N.	Arndt, S. & Antons, J.-N. (2016, August). Enhancing Video Streaming Using Real-Time Gaze Tracking. Paper presented at the 5th International Workshop on Perceptual Quality of Systems (PQS 2016), Berlin, Germany. https://doi.org/10.21437/PQS.2016-2	C40	https://doi.org/10.21437/PQS.2016-2
2016-08-31	User Experience in Authentication Research: A Survey.	conferences	5th International Workshop on Perceptual Quality of Systems (PQS 2016)	 We present a structured literature survey of User Experience (UX) dimensions and influencing factors in authentication re search. The survey is based on authentication papers presented between 2010 and 2015 on the major human computer interaction (HCI) and usable privacy and security (UPS) venues. 19% of the found papers include UX topics. Those papers show that there is a variety of ways how authentication research can profit from UX. Nevertheless, UX is often rather a by-product and not recognized as a field of study. We further discuss opportunities and challenges of including UX in authentication research.	Kraus, L., Antons, J.-N., Kaiser, F. & Möller, S.	Kraus, L., Antons, J.-N., Kaiser, F. & Möller, S. (2016, August). User Experience in Authentication Research: A Survey. Paper presented at the 5th International Workshop on Perceptual Quality of Systems (PQS 2016), Berlin, Germany. https://doi.org/10.21437/PQS.2016-12	C39	https://doi.org/10.21437/PQS.2016-12
2016-06-01	Measuring flow through attentional engagement during game play: validation of a novel technique.	conferences	International Communication Association Conference	***Abstract***	Núñez Castellar, E. P., Antons, J.-N., Marinazzo, D. & Van Looy, J.	Núñez Castellar, E. P., Antons, J.-N., Marinazzo, D. & Van Looy, J.  (2016, June). Measuring flow through attentional engagement during game play: validation of a novel technique. Paper presented at the International Communication Association Conference (ICA 2016), Fukuoka, Japan.	C38	***Url***
2016-04-01	PflegeTab: Enhancing Quality of Life Using a Psychosocial Internet-based Intervention for Residential Dementia Care.	conferences	International Society for Research on Internet Interventions	***Abstract***	Antons, J.-N., O’Sullivan, J., Arndt, S., Gellert, P., Nordheim, J., Möller, S. & Kuhlmey, A.	Antons, J.-N., O’Sullivan, J., Arndt, S., Gellert, P., Nordheim, J., Möller, S. & Kuhlmey, A. (2016, April). PflegeTab: Enhancing Quality of Life Using a Psychosocial Internet-based Intervention for Residential Dementia Care. Poster presented at the 8th Scientific Meeting of the International Society for Research on Internet Interventions (ISRII 2016), Seattle, USA.	C37	***Url***
2016-02-01	Review on using physiology in quality of experience	conferences	International Symposium on Human Vision and Electronic Imaging (HVEI 2016)	In the area of Quality of Experience (QoE), one challenge is to design test methodologies in order to evaluate the perceived quality of multimedia content delivered through technical systems. Traditionally, this evaluation is done using subjective opinion tests. However, sometimes it is difficult for observers to communicate the experienced quality through the given scale. Furthermore, those tests do not give insights into how the user is reacting on an internal physiological level. To overcome these issues, one approach is to use physiological measures, in order to derive a direct non-verbal response of the recipient. In this paper, we review studies that have been performed in the domain of QoE using physiological measures and we look into current activities in standardization bodies. We present challenges this research faces, and give an overview on what researchers should be aware of when they want to start working in this research area.	Arndt, S., Brunnström, K., Cheng, E., Engelke, U., Möller, S. & Antons, J.-N. 	Arndt, S., Brunnström, K., Cheng, E., Engelke, U., Möller, S. & Antons, J.-N. (2016, February). Review on Using Physiology in Quality of Experience. Poster presented at the International Symposium on Human Vision and Electronic Imaging (HVEI 2016), San Francisco, USA. https://doi.org/10.2352/ISSN.2470-1173.2016.16.HVEI-125	C36	https://doi.org/10.2352/ISSN.2470-1173.2016.16.HVEI-125
2015-07-06	Impact of perceived quality and other influencing factors on emotional video experience	conferences	7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015)	How quality, quality perception and emotions are related, and what this may imply for research on Q, is a question that to date still lacks an unambiguous answer. The study of this relationship is challenging and requires validated emotional stimuli as well as suitable methods and tools to evaluate their emotional impact. This paper shares findings from an inter-laboratory study (N=39), in which electroencephalography data and self-report data on experienced affect, content likeability and perceived quality were collected to evaluate the emotional impact of stimuli from a publicly available database aimed at evoking certain emotional responses. The results call for caution when evaluating emotional impact of such stimuli, as both the self-reported and EEG data point to a number of influencing factors that interfere with the emotion elicitation and need to be taken into account in future research.	Antons, J.-N., Arndt, S., De Moor, K. & Zander, S. 	Antons, J.-N., Arndt, S., De Moor, K. & Zander, S. (2015, May). Impact of Perceived Quality and other Influencing Factors on Emotional Video Experience. Paper presented at the 7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015), Costa Navarino, Messinia, Greece. https://doi.org/10.1109/QoMEX.2015.7148124	C35	https://doi.org/10.1109/QoMEX.2015.7148124
2015-07-06	A method for feedback delay measurement using a low-cost Arduino microcontroller: Lesson learned: Delay influenced by video bitrate and game-level	conferences	 7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015)	Studying cloud gaming QoE, we found the video compression bitrate and the played game level to significantly influence the system's feedback delay. We present a novel low-cost approach to accurately measure the latency between a user command and the system response using the popular Arduino microcontroller platform and conclude with lessons learned for future cloud gaming lab studies.	Beyer, J., Varbelow, R., Antons, J.-N. & Zander, S.	Beyer, J., Varbelow, R., Antons, J.-N. & Zander, S. (2015, May). A method for feedback delay measurement using a low-cost Arduino microcontroller. Paper presented at the 7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015), Costa Navarino, Messinia, Greece. https://doi.org/10.1109/QoMEX.2015.7148095	C34	https://doi.org/10.1109/QoMEX.2015.7148095
2015-07-06	Emotional responses to thermally augmented audiovisual stimuli	conferences	 7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015)	Physiological reactions to certain emotions make us feel warm or cold, thus there are strong bounds between emotions and temperature. However, within HCI research, using thermal information to evoke emotion related experiences is still rare. For the research presented in this paper a kidney belt with thermal actuators was developed in order to investigate the emotional responses to thermally augmented audiovisual stimuli (movie clips). Participants then continuously evaluated their emotional state via a tablet application on the dimensions “arousal” and “valence”. The results indicate that thermal stimulation has significant effects on the emotional experience of subjects. While emotions with negative valence are more prone to be affected on the arousal dimension, emotions with positive valence are significantly influenced on the valence dimension.	Greiner, S., Antons, J.-N. & Wechsung, I.	Greiner, S., Antons, J.-N. & Wechsung, I. (2015, May). Emotional Responses to Thermally Augmented Audiovisual Stimuli. Paper presented at the 7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015), Costa Navarino, Messinia, Greece. https://doi.org/10.1109/QoMEX.2015.7148140	C33	https://doi.org/10.1109/QoMEX.2015.7148140
2015-07-06	Using electroencephalography and subjective self-assessment to measure the influence of quality variations in cloud gaming	conferences	7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015)	Subjective self-assessment is a frequently used method when it comes to Quality of Experience assessment in general. If correctly used a variety of scales can be applied to assess the quality of cloud gaming for different constructs such as experienced quality or flow. Besides self-assessment, physiological correlates are a promising method to measure the influence of cloud gaming quality on the player without the interruption introduced by the rating task. We present subjective and physiological results and lessons learned from a laboratory study in which 32 participants played a first person shooter game in a cloud gaming setup with varying levels of video quality caused by different video compression bitrates. We found that the video quality influenced the perceived quality, player experience, the valence rating, and the alpha frequency band power. It is shown that 1) subjective methods assess the quality variation and 2) physiological measures capture the influence on the player in terms of a reduced cognitive state. Taken together, test set-ups will benefit from a mixed methods approach in cloud gaming QoE testing.	Beyer, J., Varbelow, R., Antons, J.-N. & Möller, S. 	Beyer, J., Varbelow, R., Antons, J.-N. & Möller, S. (2015, May). Using electroencephalography and subjective self-assessment to measure the influence of quality variations in cloud gaming. Paper presented at the 7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015), Costa Navarino, Messinia, Greece. https://doi.org/10.1109/QoMEX.2015.7148120	C32	https://doi.org/10.1109/QoMEX.2015.7148120
2015-07-06	Towards a new ITU-T recommendation for subjective methods evaluating gaming QoE	conferences 	7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015)	This paper reports on activities in Study Group 12 of the International Telecommunication Union (ITU-T SG12) to define a new Recommendation on subjective evaluation methods for gaming Quality of Experience (QoE). It first resumes the structure and content of the current draft which has been proposed to ITU-T SG12 in September 2014 and then critically discusses potential gaming content and evaluation methods for inclusion into the upcoming Recommendation. The aim is to start a discussion amongst experts on potential evaluation methods and their limitations, before finalizing a Recommendation. Such a recommendation might in the end be applied by non-expert users, hence wrong decisions in the evaluation design could negatively affect gaming QoE throughout the evaluation.	Möller, S., Antons, J.-N., Beyer, J., Egger, S., Núñez Castellar, E. P., Skorin-Kapov, L & Suznjevic, M. 	 Möller, S., Antons, J.-N., Beyer, J., Egger, S., Núñez Castellar, E. P., Skorin-Kapov, L & Suznjevic,  M. (2015, May). Towards a New ITU-T Recommendation for Subjective Methods Evaluating Gaming QoE. Paper presented at the 7th Int. Workshop on Quality of Multimedia Experience (QoMEX 2015), Costa Navarino, Messinia, Greece. https://doi.org/10.1109/QoMEX.2015.7148155 	C31	https://doi.org/10.1109/QoMEX.2015.7148155
2015-05-01	Indirect assessment of subjective flow experience during game play: adaptation of an attentional behavioral paradigm.	conferences	International Communication Association Game Studies Preconference	***Abstract***	Núñez Castellar, E. P., Antons, J.-N., Vervaeke, J., de Ferrere, E. & Van Looy, J.	Núñez Castellar, E. P., Antons, J.-N., Vervaeke, J., de Ferrere, E. & Van Looy, J. (2015, May). Indirect assessment of subjective flow experience during game play: adaptation of an attentional behavioral paradigm. Paper presented at the International Communication Association Game Studies Preconference (ICA 2015), San Juan, Puerto Rico.	C30	***Url***
2014-12-01	Evaluation von automatisierter Erfassung der Blickzuwendung während der Spiegeltherapie.	conferences	5th Gemeinsamen Jahrestagung der Deutschen Gesellschaft für Neurorehabilitation (DGNR) und der Deutschen Gesellschaft für Neurotraumatologie und Klinische Neurorehabilitation (DGNKN). Deutsche Gesellschaft für Neurorehabilitation (DGNR)	***Abstract***	Hesse, B., Morkisch, N., Antons, J.-N. & Dohle, C.	Hesse, B., Morkisch, N., Antons, J.-N. & Dohle, C. (2014, December). Evaluation von automatisierter Erfassung der Blickzuwendung während der Spiegeltherapie. Paper presented at the 5th Gemeinsamen Jahrestagung der Deutschen Gesellschaft für Neurorehabilitation (DGNR) und der Deutschen Gesellschaft für Neurotraumatologie und Klinische Neurorehabilitation (DGNKN). Deutsche Gesellschaft für Neurorehabilitation (DGNR),  Singen, Germany.	C29	***Url***
2014-12-15	Is low quality media affecting the level of fatigue?	conferences	6th Int. Workshop on Quality of Multimedia Experience (QoMEX 2014)	Physiological measures such as electroencephalography (EEG) have been successfully introduced to the area of quality of experience. Most of these studies used short stimuli, and showed significant differences in the EEG signal between high quality and low quality conditions. The effect of longer low quality sequences, and how these affect the cognitive state, has not been studied extensively yet. The current paper reports on a study using longer audiovisual material and distorting audio as well as video. First results investigate whether the change in cognitive state can also be captured using subjective self-reports on the state of fatigue.	Arndt, S., Antons, J.-N. & Möller, S.	Arndt, S., Antons, J.-N. & Möller, S. (2014, September). Is Low Quality Media Affecting the Level of Fatigue?. Poster presented at the 6th Int. Workshop on Quality of Multimedia Experience (QoMEX 2014), Singapore, Singapore. https://doi.org/10.1109/QoMEX.2014.6982286	C28	https://doi.org/10.1109/QoMEX.2014.6982286
2014-12-15	Using eye-tracking and correlates of brain activity to predict quality scores	conferences	6th Int. Workshop on Quality of Multimedia Experience (QoMEX 2014)	Subjective quality tests give important information about the user's perception on the quality of an audio or video signal. These tests are helpful but usually lack information about the user's cognitive state. This might be crucial when consuming a service, as lower quality services may lead to a less frequent use. Therefore, physiological measures have become more popular in the domain of quality assessment as they give more detailed insights about e.g. fatigue and attention of a person. In the current study we used spatially degraded videos and obtained 1) standard subjective quality judgments, 2) eye movement parameters and 3) brain activity using electroencephalography (EEG). The results indicate more focused attention on the degraded area once participants found that area, as pupil diameter increases and the proportion of alpha activity decreases. On the basis of the data a model is proposed which predicts the quality scores from the obtained physiological measures.	Arndt, S., Radun, J., Antons, J.-N. & Möller, S.	 Arndt, S., Radun, J., Antons, J.-N. & Möller, S. (2014, September). Using Eye-Tracking and Correlates of Brain Activity to Predict Quality Scores. Poster presented at the 6th Int. Workshop on Quality ofMultimedia Experience (QoMEX 2014), Singapore, Singapore. https://doi.org/10.1109/QoMEX.2014.6982332 	C27	https://doi.org/10.1109/QoMEX.2014.6982332
2014-09-01	A Next Step Towards Measuring Perceived Quality of Speech Through Physiology.	conferences	15th Annual Conference of International Speech Communication Association	***Abstract***	Arndt, S., Wenzel, M., Antons, J.-N., Köster, F., Möller, S. & Curio, Gabriel	Arndt, S., Wenzel, M., Antons, J.-N., Köster, F., Möller, S. & Curio, Gabriel (2014, September). A Next Step Towards Measuring Perceived Quality of Speech Through Physiology. Paper presented at the 15th Annual Conference of International Speech Communication Association (INTERSPEECH 2014), Singapore, Singapore.	C26	***Url***
2014-09-18	Characterization of human emotions and preferences for text-to-speech systems using multimodal neuroimaging methods	conferences	IEEE Canadian Conference on Electrical and Computer Engineering (CCECE 2014)	Voice user interface and speech quality are normally assessed using subjective user experience testing methods and/or objective instrumental techniques. However, the recent advances in neurophysiological tools allowed useful human behavioral constructs to be measured in real-time, such as human emotion, perception, preferences and task performance. Electroencephalography (EEG), and functional near-infrared spectroscopy (fNIRS) are well received neuroimaging tools and they are being used in variety of different domains such as health science, neuromarketing, user experience (UX) research and multimedia quality of experience (QoE) discipline. Therefore, this paper describes the impact of natural and text-to-speech (TTS) signals on a user's affective state (valence and arousal) and their preferences using neuroimaging tools (EEG and fNIRS) and subjective user study. The EEG results showed that the natural and high quality TTS speech generate “positive valence”, that was inferred from a higher EEG asymmetric activation at frontal head region. fNIRS results showed the increased activation at Orbito-Frontal Cortex (OFC) region during decision making in favor of natural and high quality TTS speech signals. But natural and TTS signals have significantly different arousal levels.	Rehman Laghari, K., Gupta, R., Arndt, S., Antons, J.-N., Möller, S. & Falk, T. H.	Rehman Laghari, K., Gupta, R., Arndt, S., Antons, J.-N., Möller, S. & Falk, T. H. (2014, May). Characterization of Human Emotions and Preferences for Text-to-Speech Systems Using Multimodal Neuroimaging Methods. Paper presented at the IEEE Canadian Conference on Electrical and Computer Engineering (CCECE 2014), Toronto, ON, Canada. https://doi.org/10.1109/CCECE.2014.6901142	C25	https://doi.org/10.1109/CCECE.2014.6901142
2014-06-05	Objective characterization of human behavioural characteristics for QoE assessment: A pilot study on the use of electroencephalography features	conferences	Globecom 2013 Workshop - Quality of Experience for Multimedia Communications (QoEMC 2013)	Quality of Experience (QoE) is a human-centric paradigm which produces the blue print of human behavioral states such as perception, emotion, cognition and expectation. Recent advances in neurophysiological monitoring tools have facilitated the study of frequency, time and location of neuronal activity to an unprecedented degree, as well as opened doors to a better understanding of human cognition, emotions and overall behavioral systems. These neurophysiological insights may provide more accurate and objective characterization of QoE metrics. This paper seeks to investigate neuronal activity generated by three different quality levels of a speech stimulus using electroen-cephalography (EEG). To this end, an electroencephalography (EEG) feature was computed based on the coupling between so-called delta and beta EEG frequency bands, which has previously been linked with negative behavioral characteristics (anxiety, frustration, dissatisfaction). The result indicates an increase in delta and beta coupling with a decrease in the speech quality levels. Additionally, neural correlates of a subjective affective scores (arousal and valence) were also computed and shown to be inversely proportional with EEG feature. These preliminary findings corroborate that emotions play a significant role in human quality and QoE perception.	Laghari, K., Gupta, R., Antons, J.-N., Schleicher, R., Möller, S. & Falk, T. H.	Laghari, K., Gupta, R., Antons, J.-N., Schleicher, R., Möller, S. & Falk, T. H. (2013, December). Objective Characterization of Human Behavioural Characteristics for QoE Assessment: A Pilot Study on the Use of Electroencephalography Features. Paper presented at the Globecom 2013 Workshop - Quality of Experience for Multimedia Communications (QoEMC 2013), Atlanta, GA, USA. https://doi.org/10.1109/GLOCOMW.2013.6825151	C24	https://doi.org/10.1109/GLOCOMW.2013.6825151
2014-01-02	The effects of text-to-speech system quality on emotional states and frontal alpha band power	conferences	6th International IEEE EMBS Conference on Neural Engineering	The tolerance limit for acceptable multimedia quality is changing as more and more high quality services approach the market. Thus, negative emotional reactions towards low quality services may cause user disappointment and are likely to increase churn rate. The current study analyzes how different levels of synthetic speech quality, obtained from different text-to-speech (TTS) systems, affect the emotional response of a user. This is achieved using two methods: subjective, by means of user reports; and neurophysiological by means of electroencephalography (EEG) analysis. More specifically, we analyzed the frontal alpha band power and correlated this with the subjective ratings based on the Self-Assessment Manikin scale. We found an increase in neuronal activity in the left frontal area with decreasing quality and argue that this is due to user disappointment with low quality TTS systems as they become harder to understand.	Arndt, S., Antons, J.-N., Gupta, R., Laghari, K., Schleicher, R., Möller, S. & Falk, T. H.	Arndt, S., Antons, J.-N., Gupta, R., Laghari, K., Schleicher, R., Möller, S. & Falk, T. H. (2013, November). The Effects of Text-to-Speech System Quality on Emotional States and Frontal Alpha Band Power. Paper presented at the 6th International IEEE EMBS Conference on Neural Engineering, San Diego, CA, USA. https://doi.org/10.1109/NER.2013.6695978  	C23	https://doi.org/10.1109/NER.2013.6695978
2013-10-01	Einfluss der Audiomodalität auf die Wahrnehmung und Qualitätsbeurteilung (audio-)visueller Stimuli.	conferences	10th Berliner Werkstatt Mensch-Maschine-Systeme	***Abstract***	Arndt, S., Bürglen, J., Antons, J.-N., Schleicher, R. & Möller, S.	Arndt, S., Bürglen, J., Antons, J.-N., Schleicher, R. & Möller, S. (2013, October). Einfluss der Audiomodalität auf die Wahrnehmung und Qualitätsbeurteilung (audio-)visueller Stimuli. Paper presented at the 10th Berliner Werkstatt Mensch-Maschine-Systeme, Berlin, Germany.	C22	***Url***
2013-09-04	 Effect of Questionnaire Order on Ratings of Perceived Quality and Experienced Affect	conferences	4th International Workshop on Perceptual Quality of Systems 	The assessment of perceived quality and experienced affect of users towards different audio and speech quality levels using subjective rating methods is a common and valid approach. In case that researchers are interested in the subjective a) quality and b) affective rating, participants have to rate the stimuli on both scales. Even though subject should just rate only one of the scales to be not influenced by the questions asked in the other questionnaire, researchers in practice frequently present various scales in a sequence to subjects. This paper examines the effect of questionnaire order on perceived quality and experienced affect by comparing the ratings of two groups of subjects which filled in questionnaires in different orders after listening to the same set of stimuli. We showed that the order of sequence had a significant effect on perceived quality and experienced affect as e.g. the quality of stimuli was rated lower if the quality rating not occurred instantly after stimulus presentation. Thus we want to create awareness for these effects and presented first guidelines to overcome them.	Antons, J.-N., Arndt, S. & Schleicher, R.	Antons, J.-N., Arndt, S. & Schleicher, R. (2013, September). Effect of Questionnaire Order on Ratings of Perceived Quality and Experienced Affect. Paper presented at the 4th International Workshop on Perceptual Quality of Systems (PQS 2013), Vienna, Austria. http://doi.org/10.21437/PQS.2013-3	C21	http://doi.org/10.21437/PQS.2013-3
